zaman,Tuketim Miktari(MWh),Toplam,Gunes,Ruzgar,Dogal Gaz,Linyit,Jeotermal,Barajli,Akarsu,Biyokutle,Temiz_Enerji,Fosil_Enerji,Yesil_Oran,Karbon_gCO2_kWh
2025-11-09 08:00:00,28852.22,25282.87,1211.13,3020.38,3345.01,4182.84,1339.99,1725.06,617.16,967.78,4231.51,7527.85,16.736667949485167,163.7597907199618
2025-11-09 09:00:00,30142.39,22650.83,2302.8,2785.9,2770.14,3969.18,1325.05,1672.91,447.74,977.82,5088.700000000001,6739.32,22.465843415009516,163.6419504274236
2025-11-09 10:00:00,31608.85,21097.36,2423.61,2553.64,2763.79,3961.06,1297.19,1266.21,266.12,965.24,4977.25,6724.85,23.59181433127178,175.31423362923135
2025-11-09 11:00:00,32378.03,20391.98,2279.72,2210.2,2757.56,3960.36,1269.58,1169.32,205.2,972.06,4489.92,6717.92,22.018067887473407,181.1916253350582
2025-11-09 12:00:00,32429.13,20123.04,2042.56,1927.49,2913.69,3928.99,1248.07,1274.11,214.87,980.43,3970.05,6842.68,19.72887794289531,187.02313368159088
2025-11-09 13:00:00,32805.47,21257.19,2469.63,2113.72,3155.01,3924.19,1227.49,1405.03,270.94,989.83,4583.35,7079.200000000001,21.561410515689047,183.1643787349128
2025-11-09 14:00:00,32670.04,22902.24,2489.19,2130.76,3788.6,3934.5,1216.82,1759.85,562.39,1007.76,4619.950000000001,7723.1,20.172480945095327,185.47115915299116
2025-11-09 15:00:00,32935.14,26240.03,2014.74,1859.22,5456.56,4114.41,1205.62,2510.78,544.29,1009.51,3873.96,9570.970000000001,14.763550194111822,200.61080341752663
2025-11-09 16:00:00,33447.7,30562.16,789.07,1421.42,8002.85,4301.21,1205.54,3291.18,621.64,1002.84,2210.4900000000002,12304.060000000001,7.23276757925487,221.42521994518714
2025-11-09 17:00:00,35628.07,35193.53,49.54,1167.25,9708.91,4427.75,1219.43,6019.8,1014.04,1005.95,1216.79,14136.66,3.4574252710654485,220.9259201904441
2025-11-09 18:00:00,37645.5,37598.88,1.19,1167.77,10380.79,4409.51,1241.96,7361.58,1225.65,1001.05,1168.96,14790.300000000001,3.1090287795806684,216.35391798904652
2025-11-09 19:00:00,37226.68,37201.92,0.01,1179.36,10385.27,4429.96,1270.91,6893.17,1232.35,999.57,1179.37,14815.23,3.1701858398706304,219.0310742026218
2025-11-09 20:00:00,36317.64,36300.47,0.01,1246.57,10154.85,4391.86,1290.69,6265.2,1114.45,986.97,1246.58,14546.71,3.434060220156929,220.40184328191893
2025-11-09 21:00:00,35338.92,35319.35,0.01,1264.51,10158.94,4373.43,1304.32,5385.7,1011.45,983.24,1264.52,14532.37,3.5802470883524187,226.30097949141194
2025-11-09 22:00:00,34262.57,34241.01,0.01,1431.23,9466.64,4351.65,1316.68,5023.48,869.41,985.17,1431.24,13818.289999999999,4.17990006720012,221.95780731935184
2025-11-09 23:00:00,32956.75,32941.92,0.01,1696.01,8814.32,4378.3,1328.08,4312.77,738.67,985.79,1696.02,13192.619999999999,5.148515933497501,220.2646658118288
2025-11-10,31508.37,31483.49,0.01,1829.29,8360.78,4367.55,1338.18,3180.81,697.19,980.59,1829.3,12728.330000000002,5.810346946923609,222.35722596192483
2025-11-10 01:00:00,30117.42,30098.07,0.01,2028.54,7984.9,4417.41,1340.79,1983.47,667.94,984.61,2028.55,12402.31,6.73980092411241,226.6348141259556
2025-11-10 02:00:00,28992.71,28971.64,0.01,2001.16,7677.31,4420.13,1343.51,1198.77,612.92,974.48,2001.17,12097.44,6.907341110133911,229.65879736183385
2025-11-10 03:00:00,28497.92,28473.93,0.01,2007.14,7660.57,4404.49,1347.58,851.69,439.46,975.16,2007.15,12065.06,7.0490796317895,233.04766851642887
2025-11-10 04:00:00,28434.26,28412.1,0.01,2171.81,7599.3,4442.11,1349.13,649.04,438.43,980.78,2171.82,12041.41,7.643996747864468,233.09700796491634
2025-11-10 05:00:00,28813.04,28779.98,0.11,2498.0,7670.52,4414.51,1350.73,609.81,440.59,954.41,2498.11,12085.03,8.680026879796303,230.9510465260921
2025-11-10 06:00:00,30028.08,29931.56,6.45,2838.34,8157.08,4429.9,1344.35,762.57,569.35,986.0,2844.79,12586.98,9.504315845883074,231.28894718484435
2025-11-10 07:00:00,32196.71,31571.07,165.62,3154.5,8452.07,4529.52,1341.59,1537.84,694.53,980.68,3320.12,12981.59,10.51633663350656,226.15243955938143
2025-11-10 08:00:00,37807.6,34870.79,1115.23,3322.58,9103.75,4636.0,1338.04,2789.11,847.57,984.11,4437.8099999999995,13739.75,12.726439521444737,216.71038998542906
2025-11-10 09:00:00,40243.6,34199.93,1956.38,3336.89,8770.75,4788.24,1332.97,1630.72,699.3,987.05,5293.27,13558.99,15.477429339767657,218.0543790586706
2025-11-10 10:00:00,41237.77,32858.96,2260.95,3067.73,7981.69,4814.99,1306.54,1254.39,504.33,986.33,5328.68,12796.68,16.216824878206737,214.19344982312285
2025-11-10 11:00:00,42039.23,32495.42,2138.07,2968.02,8141.31,4816.04,1286.03,1057.12,429.57,976.4,5106.09,12957.35,15.713260514866404,219.30913648754196
2025-11-10 12:00:00,40570.6,30778.72,2090.26,2860.57,7134.64,4817.21,1267.51,742.87,426.96,980.42,4950.83,11951.85,16.08523681296688,213.57345269718817
2025-11-10 13:00:00,41094.62,32105.52,2036.02,3061.73,8001.4,4839.98,1244.91,917.38,426.21,980.23,5097.75,12841.38,15.878110680032592,219.98581552331186
2025-11-10 14:00:00,41814.1,34509.64,1929.76,3157.19,9548.86,4941.73,1227.34,1516.55,620.5,975.69,5086.95,14490.59,14.740663768152897,230.9448751131568
2025-11-10 15:00:00,42142.69,37327.26,1224.63,3080.98,12084.66,4880.34,1217.11,2556.33,590.85,982.49,4305.610000000001,16965.0,11.534760386912943,249.97146857283388
2025-11-10 16:00:00,42822.67,40987.25,465.35,3157.59,13509.37,4965.72,1207.13,5129.02,821.34,980.42,3622.94,18475.09,8.839187796204918,247.91366827489034
2025-11-10 17:00:00,44037.73,43708.01,48.26,3258.59,13631.51,4996.21,1226.61,7776.76,1089.09,987.36,3306.8500000000004,18627.72,7.56577570106715,234.40202379380804
2025-11-10 18:00:00,43829.06,43780.79,1.69,3461.11,13655.75,5051.48,1247.75,7472.8,1238.47,984.16,3462.8,18707.23,7.909405015304658,235.01121153821114
2025-11-10 19:00:00,42571.84,42539.09,1.67,3850.21,13613.02,5078.22,1268.49,5673.78,1364.6,992.23,3851.88,18691.24,9.054918664221544,241.66436094425157
2025-11-10 20:00:00,41431.68,41403.32,1.62,3940.72,12646.41,5050.69,1292.39,5489.82,1283.47,988.22,3942.3399999999997,17697.1,9.521796802768472,235.08754853475517
2025-11-10 21:00:00,40217.5,40187.13,1.56,4177.54,11864.86,5052.12,1285.46,4987.69,1033.13,979.17,4179.1,16916.98,10.39910040851387,231.52534157079643
2025-11-10 22:00:00,38663.71,38631.63,1.56,4402.53,10018.81,5068.56,1298.5,5248.23,794.13,976.03,4404.09,15087.369999999999,11.400217904344187,214.79946613694528
2025-11-10 23:00:00,36989.5,36950.69,1.55,4626.13,8495.59,5063.52,1309.53,4856.93,776.8,971.38,4627.68,13559.11,12.523933923832004,201.82330830628604
2025-11-11,35019.37,34972.22,1.53,4871.1,7818.82,5015.06,1330.65,3342.21,724.29,965.26,4872.63,12833.880000000001,13.93285870899817,201.83545682830544
2025-11-11 01:00:00,33511.71,33461.81,1.5,5019.47,7079.47,5033.83,1334.33,2460.55,669.47,972.78,5020.97,12113.3,15.00507593582057,199.10205096496574
2025-11-11 02:00:00,32224.84,32176.91,1.51,5041.97,6469.78,4996.25,1326.37,1925.73,642.42,982.68,5043.4800000000005,11466.029999999999,15.674221048571788,195.98887836029002
2025-11-11 03:00:00,31534.11,31476.39,1.49,5402.06,6495.01,5018.74,1322.86,1216.17,561.43,979.74,5403.55,11513.75,17.166994054909093,201.18452274863793
2025-11-11 04:00:00,31067.08,31018.79,1.49,5039.19,6864.15,5042.69,1304.89,1008.81,564.74,960.33,5040.679999999999,11906.84,16.25040822030775,211.12241966885233
2025-11-11 05:00:00,31424.68,31372.5,1.57,4685.32,7123.41,4983.38,1330.1,1482.43,554.28,969.26,4686.889999999999,12106.79,14.93948521794565,212.24749382420913
2025-11-11 06:00:00,32384.97,32269.94,6.9,4652.88,7755.61,5013.27,1331.82,1739.09,583.34,968.63,4659.78,12768.880000000001,14.440002057642499,217.62928595466866
2025-11-11 07:00:00,34022.4,33524.68,98.25,4871.45,8377.78,5000.0,1333.65,1975.23,694.69,962.81,4969.7,13377.78,14.824004285797807,219.47350429593962
2025-11-11 08:00:00,38993.81,37100.25,521.31,4593.85,9175.06,5009.07,1324.11,4318.24,908.99,960.96,5115.16,14184.13,13.787400354445051,210.27544288785114
2025-11-11 09:00:00,41247.74,36923.95,1271.65,4077.08,8503.78,4964.31,1318.12,4824.6,863.1,971.46,5348.73,13468.09,14.485801221158626,200.61368028068506
2025-11-11 10:00:00,42320.06,35719.81,1867.37,4299.15,8437.26,4990.56,1307.98,3089.3,687.78,953.74,6166.5199999999995,13427.82,17.263585668568783,206.75644691279155
2025-11-11 11:00:00,43342.96,35414.63,2106.34,4233.78,9008.71,4992.17,1288.77,2360.07,528.52,968.04,6340.12,14000.88,17.90254479575249,217.43793454851848
2025-11-11 12:00:00,41631.65,33434.71,2077.96,4077.59,8800.57,5023.82,1289.13,810.0,552.92,975.07,6155.55,13824.39,18.410657666837846,227.41081050202018
2025-11-11 13:00:00,42255.03,34717.52,1951.34,4148.6,9574.87,5015.64,1289.09,1210.0,518.64,962.04,6099.9400000000005,14590.510000000002,17.570206627662348,231.144980977904
2025-11-11 14:00:00,42974.35,37103.85,1746.21,4203.92,11151.68,5021.14,1286.49,2159.52,579.87,957.47,5950.13,16172.82,16.036422096359274,239.7339090148327
2025-11-11 15:00:00,42820.49,39081.9,1344.62,4012.1,12422.76,5038.81,1279.23,3104.58,675.54,963.52,5356.719999999999,17461.57,13.706396055463014,245.73686284443693
2025-11-11 16:00:00,43467.37,41973.11,478.77,4072.24,13612.19,5074.87,1279.89,5183.82,1072.31,941.84,4551.01,18687.06,10.842679992023465,244.8682739973283
2025-11-11 17:00:00,44590.33,44326.93,47.96,4009.59,14148.48,5023.48,1290.83,7270.09,1349.02,943.73,4057.55,19171.96,9.15369054432599,237.88198280368164
2025-11-11 18:00:00,44112.86,44040.47,2.07,3696.99,14263.74,4974.52,1304.81,7113.63,1416.06,942.32,3699.06,19238.260000000002,8.399229163539808,240.2572679174405
2025-11-11 19:00:00,42834.07,42778.61,1.6,3411.74,14085.77,4987.59,1311.36,6184.21,1365.73,954.99,3413.3399999999997,19073.36,7.979081134239752,245.22414356146683
2025-11-11 20:00:00,41623.12,41572.16,1.56,3231.11,13786.46,4987.12,1322.53,5371.0,1309.06,961.83,3232.67,18773.579999999998,7.776045314941538,248.37460935395222
2025-11-11 21:00:00,40351.29,40304.34,1.51,3161.94,13186.01,5018.57,1330.41,4671.07,1127.48,962.29,3163.4500000000003,18204.58,7.848906594178197,248.42284974769473
2025-11-11 22:00:00,38912.76,38867.6,1.5,3163.79,11763.2,5051.66,1339.88,4896.76,863.48,959.57,3165.29,16814.86,8.143775278123682,237.94041824038533
2025-11-11 23:00:00,36999.35,36963.04,1.53,3143.8,10340.51,5033.86,1328.33,4504.89,800.82,969.94,3145.3300000000004,15374.369999999999,8.509392084633733,228.76645156891854
2025-11-12,35103.04,35063.93,1.52,3145.82,9992.48,5040.85,1354.29,2932.0,774.17,975.88,3147.34,15033.33,8.976004686297287,235.80732393659238
2025-11-12 01:00:00,33568.97,33531.45,1.49,2948.99,9864.55,5019.13,1358.55,1859.52,728.59,963.56,2950.4799999999996,14883.68,8.799142297753303,244.12973492050006
2025-11-12 02:00:00,32339.88,32298.5,1.48,2966.19,9436.38,5037.83,1363.07,1269.81,651.37,976.12,2967.67,14474.21,9.188259516695823,246.47632242983417
2025-11-12 03:00:00,31666.11,31632.45,1.46,2900.85,9506.66,4992.46,1363.32,751.39,585.11,971.79,2902.31,14499.119999999999,9.175103414373531,252.09922089499864
2025-11-12 04:00:00,31324.8,31297.74,1.48,2682.13,9565.46,5044.84,1363.81,531.12,577.77,970.2,2683.61,14610.3,8.574452979672015,256.7490496118889
2025-11-12 05:00:00,31717.55,31670.48,1.63,2425.21,9934.47,5033.4,1364.58,652.16,579.25,965.41,2426.84,14967.869999999999,7.662782502822818,259.93696653792426
2025-11-12 06:00:00,32513.5,32408.59,7.89,2413.0,10276.43,4939.49,1370.03,1198.65,697.84,964.63,2420.89,15215.92,7.469902269737745,258.22647637555355
2025-11-12 07:00:00,34320.57,33873.46,100.46,2251.33,10275.46,4999.52,1365.98,2626.66,812.37,959.74,2351.79,15274.98,6.942869137076638,248.01833057502836
2025-11-12 08:00:00,39155.97,37087.29,760.07,2136.69,10328.59,5073.3,1363.83,4949.39,1019.91,962.07,2896.76,15401.89,7.810654269966881,228.4081554624239
2025-11-12 09:00:00,41558.44,36517.18,1446.21,2095.36,10179.23,5077.37,1351.19,4015.03,941.15,964.11,3541.57,15256.599999999999,9.698366631815492,229.78581588173017
2025-11-12 10:00:00,42257.08,34641.67,2088.98,1875.05,10030.5,5024.81,1325.16,2246.1,713.84,965.01,3964.0299999999997,15055.310000000001,11.442952952325912,239.0306385344587
2025-11-12 11:00:00,42783.24,33577.23,2193.6,1910.66,9755.07,4942.82,1301.97,1360.19,637.65,965.03,4104.26,14697.89,12.223343021446379,240.75361487531873
2025-11-12 12:00:00,41023.08,31619.97,2218.67,1865.78,8423.2,4910.2,1274.49,813.93,551.96,975.39,4084.45,13333.400000000001,12.917311433249305,231.92210492293322
2025-11-12 13:00:00,42088.02,33367.91,2062.93,1736.35,9963.52,4942.06,1256.77,1303.16,559.12,961.07,3799.2799999999997,14905.580000000002,11.386029271836321,245.68721864809632
2025-11-12 14:00:00,42905.92,35728.87,1918.09,1631.26,11606.84,4977.59,1238.03,2206.64,646.42,953.93,3549.35,16584.43,9.934123301408636,255.29596933796114
2025-11-12 15:00:00,42831.51,38012.87,1528.04,1675.72,13404.93,5029.49,1212.2,2940.86,736.64,963.79,3203.76,18434.42,8.428092906428796,266.7236385992428
2025-11-12 16:00:00,43632.7,41565.08,555.57,1711.26,14607.5,5143.28,1242.96,5617.06,1082.03,969.67,2266.83,19750.78,5.45368852892861,261.34748206908296
2025-11-12 17:00:00,45052.69,44730.86,45.54,1800.66,14955.59,5134.65,1260.43,8560.43,1366.47,974.46,1846.2,20090.239999999998,4.127351899784623,247.02480569342953
2025-11-12 18:00:00,44550.82,44502.18,2.27,2244.13,14665.75,5143.22,1284.31,8106.23,1501.53,987.48,2246.4,19808.97,5.047842600070378,244.81797296222342
2025-11-12 19:00:00,43275.74,43245.49,2.13,2511.12,14605.15,5177.42,1300.51,6685.22,1405.28,993.48,2513.25,19782.57,5.81158867664582,251.59649017735723
2025-11-12 20:00:00,42080.46,42054.03,2.09,2543.74,14548.16,5109.17,1313.24,5707.15,1306.87,982.54,2545.83,19657.33,6.053712331493557,257.0866929994581
2025-11-12 21:00:00,40778.87,40752.52,2.08,2490.14,14261.96,4944.68,1324.07,4985.95,1113.84,982.17,2492.22,19206.64,6.115499115146744,259.2146939624838
2025-11-12 22:00:00,39264.51,39241.95,2.05,2272.13,13061.58,4907.76,1335.77,5061.44,941.8,973.75,2274.1800000000003,17969.34,5.79527775760379,251.8513223731237
2025-11-12 23:00:00,36878.44,36857.49,1.48,2163.07,11556.47,5074.21,1339.74,4668.8,896.91,968.65,2164.55,16630.68,5.872754764364042,248.16866259748022
2025-11-13,35573.75,35557.57,1.47,2142.62,11419.83,5141.25,1344.92,2949.31,837.28,986.22,2144.0899999999997,16561.08,6.029911492826984,256.1646929191168
2025-11-13 01:00:00,33873.18,33857.15,1.47,2044.96,10778.16,5133.76,1358.98,2002.27,763.75,991.97,2046.43,15911.92,6.044306741707438,258.48472183866625
2025-11-13 02:00:00,32703.33,32684.56,1.46,2058.32,10363.23,5124.25,1362.64,1322.59,668.58,990.37,2059.78,15487.48,6.301997028566393,260.615838181698
2025-11-13 03:00:00,31837.88,31822.2,1.45,2369.85,9747.37,5080.36,1369.12,889.1,613.4,980.5,2371.2999999999997,14827.73,7.451716097567106,256.2755403460477
2025-11-13 04:00:00,31635.65,31616.83,1.49,2631.44,9531.08,5151.92,1373.99,614.65,572.68,979.07,2632.93,14683.0,8.327621712866216,255.42250756954442
2025-11-13 05:00:00,31920.72,31892.68,1.48,2755.19,9646.62,5147.31,1374.58,604.76,608.48,982.45,2756.67,14793.93,8.643582163681447,255.12630170935776
2025-11-13 06:00:00,32864.43,32771.39,3.73,2925.36,10228.02,5129.1,1374.58,700.69,676.84,982.58,2929.09,15357.12,8.93794861920718,257.73749602931093
2025-11-13 07:00:00,34747.79,34379.34,76.18,3098.54,10812.77,5142.93,1376.69,1498.89,748.76,973.96,3174.72,15955.7,9.234383208054606,255.25897239446718
2025-11-13 08:00:00,40008.24,38440.75,395.4,3314.62,12246.11,5139.79,1372.66,3411.48,915.03,982.82,3710.02,17385.9,9.651268510629995,248.75282089969633
2025-11-13 09:00:00,42175.25,38486.77,994.08,3117.39,12120.54,5060.57,1350.79,3418.13,840.09,967.43,4111.47,17181.11,10.682813860451269,245.52880119583955
2025-11-13 10:00:00,42985.53,37507.15,1490.75,2673.13,12186.19,5008.91,1315.97,2522.5,702.15,979.44,4163.88,17195.1,11.101563301930433,252.1467240246193
2025-11-13 11:00:00,43432.99,36590.94,2020.02,2525.7,11390.88,4923.69,1297.51,2237.49,611.69,966.28,4545.719999999999,16314.57,12.423075220259438,245.2250065180069
2025-11-13 12:00:00,41938.49,34473.74,1841.86,2493.71,9898.32,4967.37,1283.82,1689.51,611.42,964.56,4335.57,14865.689999999999,12.576442242704156,237.16978488553897
2025-11-13 13:00:00,42527.66,35327.93,1781.98,2716.02,10816.12,4972.16,1256.13,1488.56,535.31,984.54,4498.0,15788.28,12.732135735096847,245.79855089160333
2025-11-13 14:00:00,43095.89,37183.32,1461.38,2839.53,12536.26,4904.44,1250.73,1784.39,626.6,1006.41,4300.91,17440.7,11.566772413006692,257.9754847065835
2025-11-13 15:00:00,43468.05,39392.58,1107.44,3109.68,14122.28,4966.63,1247.41,2490.22,700.29,998.02,4217.12,19088.91,10.705366340564645,266.5197481353087
2025-11-13 16:00:00,44154.04,42379.2,491.02,3373.13,14830.38,4907.08,1254.58,4797.49,1146.31,1005.5,3864.15,19737.46,9.118034318722392,256.15403311058253
2025-11-13 17:00:00,45494.38,45175.93,44.56,3513.45,14751.48,4974.47,1271.34,7750.69,1308.99,1017.53,3558.0099999999998,19725.95,7.8758976295562695,240.15604105991844
2025-11-13 18:00:00,45072.39,45027.18,3.13,3844.23,14878.49,4932.02,1301.24,7156.08,1361.89,1015.91,3847.36,19810.510000000002,8.544527993980525,241.98229824741412
2025-11-13 19:00:00,43673.75,43644.64,1.59,4006.55,14775.05,4928.28,1321.77,5608.86,1415.17,1019.59,4008.1400000000003,19703.329999999998,9.183579014513581,248.2969615512924
2025-11-13 20:00:00,42569.11,42546.24,1.62,3757.03,14581.19,4930.96,1335.65,4999.49,1362.62,994.39,3758.65,19512.15,8.834270666456073,252.23574398113678
2025-11-13 21:00:00,41382.07,41359.97,1.61,3542.5,14234.96,4924.02,1340.19,4459.46,1156.53,1003.53,3544.11,19158.98,8.568937550003058,254.77385501004957
2025-11-13 22:00:00,39900.38,39879.74,1.59,3433.25,12593.57,4953.72,1345.18,4878.51,944.06,1001.83,3434.84,17547.29,8.612994969375427,242.0028189752491
2025-11-13 23:00:00,38001.36,37982.62,1.59,3200.23,11524.59,4977.3,1356.19,4328.66,894.86,984.59,3201.82,16501.89,8.429697582736525,238.95243403430305
2025-11-14,35777.15,35747.42,2.53,3001.96,10784.89,4958.55,1365.78,3007.26,900.76,995.8,3004.4900000000002,15743.439999999999,8.404774386515168,242.22425002979236
2025-11-14 01:00:00,34069.76,34046.87,2.47,3081.56,10081.26,4950.75,1375.52,1915.41,896.92,998.01,3084.0299999999997,15032.01,9.058189489958988,242.83011918569898
2025-11-14 02:00:00,32819.22,32799.57,2.42,3246.51,9598.33,4912.1,1378.33,1100.32,768.2,999.52,3248.9300000000003,14510.43,9.905404247677637,243.3183270390435
2025-11-14 03:00:00,32114.94,32095.77,2.42,3484.17,9312.41,4878.19,1380.55,797.9,665.3,1002.17,3486.59,14190.599999999999,10.863082580664056,243.17316580970012
2025-11-14 04:00:00,31813.25,31791.05,2.43,3574.68,9168.45,4931.68,1386.46,469.05,724.54,993.29,3577.1099999999997,14100.130000000001,11.25194040461073,243.93882869549765
2025-11-14 05:00:00,32038.48,32003.15,2.42,3543.33,8920.31,4971.37,1365.94,697.61,787.97,989.66,3545.75,13891.68,11.079378123715946,238.7397490559523
2025-11-14 06:00:00,33209.49,33112.26,5.96,3545.66,9788.87,4975.26,1381.54,730.19,945.42,996.68,3551.62,14764.130000000001,10.725996957018335,245.23458984678183
2025-11-14 07:00:00,35134.29,34733.56,69.45,3471.07,10706.51,4967.97,1381.89,1385.85,1086.63,991.77,3540.52,15674.48,10.19336917954854,248.2027180628764
2025-11-14 08:00:00,40038.97,38268.64,550.57,3521.5,11443.31,4957.98,1375.76,3384.87,1410.43,992.08,4072.07,16401.29,10.64074918784676,235.72067102463012
2025-11-14 09:00:00,42432.25,38027.61,1563.7,3198.83,11243.98,4955.59,1355.38,2736.19,1323.73,1007.77,4762.53,16199.57,12.523874100949284,234.29722509513482
2025-11-14 10:00:00,43333.91,36613.91,1840.03,2997.18,11117.77,4987.85,1340.73,1531.84,1174.69,1001.93,4837.21,16105.62,13.211399711202654,241.93239673118765
2025-11-14 11:00:00,43575.63,35541.95,1900.78,2856.19,10443.26,4922.11,1321.79,1295.19,1134.27,994.01,4756.97,15365.369999999999,13.384099634375717,237.7740529149357
2025-11-14 12:00:00,41337.47,32817.21,1949.22,2954.1,8858.51,4907.39,1281.84,853.24,1055.48,967.86,4903.32,13765.900000000001,14.941306710716724,230.7095880484661
2025-11-14 13:00:00,41646.61,33707.29,1921.25,2991.05,9633.09,4835.95,1241.97,789.28,1097.96,972.35,4912.3,14469.04,14.573405337539743,236.09053115809667
2025-11-14 14:00:00,43297.25,36787.83,1885.55,2950.93,11316.35,4872.97,1260.94,1498.5,1301.72,985.55,4836.48,16189.32,13.146956479901096,242.03998985534074
2025-11-14 15:00:00,43392.94,38920.94,1430.47,2808.12,12937.17,4843.08,1268.26,2632.7,1348.12,998.44,4238.59,17780.25,10.890255990734037,251.25645732091772
2025-11-14 16:00:00,44028.08,41998.75,587.64,3101.64,13734.07,4797.22,1270.87,5240.32,1700.23,986.69,3689.2799999999997,18531.29,8.78426143635227,242.67887734754012
2025-11-14 17:00:00,45271.58,44917.91,61.39,3459.47,13882.64,4774.95,1292.78,8035.39,1864.07,969.55,3520.8599999999997,18657.59,7.838432375860763,228.4539619051732
2025-11-14 18:00:00,44801.43,44749.78,3.22,3764.63,13800.2,4818.54,1323.23,7488.61,1995.05,987.31,3767.85,18618.74,8.419817929831163,228.8348009755579
2025-11-14 19:00:00,43486.26,43456.43,3.1,3877.28,13775.66,4876.27,1340.89,6070.04,1931.45,999.91,3880.38,18651.93,8.929357519704219,236.06544532075
2025-11-14 20:00:00,42220.24,42187.71,3.07,4285.98,13176.07,4822.25,1349.69,5039.16,1911.28,984.59,4289.049999999999,17998.32,10.166586430029028,234.64359644076438
2025-11-14 21:00:00,40918.02,40885.83,3.04,4419.78,12637.55,4830.13,1359.45,4152.12,1784.25,984.76,4422.82,17467.68,10.817488601796759,234.97686117659833
2025-11-14 22:00:00,39443.64,39413.5,3.04,4277.0,11034.44,4853.85,1370.7,4666.54,1472.14,991.87,4280.04,15888.29,10.859324850622249,221.71488195669
2025-11-14 23:00:00,37784.77,37761.47,2.51,4088.01,10030.55,4870.6,1376.65,4107.1,1433.4,983.2,4090.5200000000004,14901.15,10.832523204207888,217.03690295955107
2025-11-15,35725.05,35692.82,2.76,4088.86,9174.31,4849.05,1380.65,3021.18,1346.88,967.72,4091.6200000000003,14023.36,11.463425977549548,216.08962250671146
2025-11-15 01:00:00,33879.84,33853.94,2.34,4146.26,8576.6,4809.58,1389.69,1853.46,1256.93,956.21,4148.6,13386.18,12.254408201822299,217.47539577372677
2025-11-15 02:00:00,32502.32,32472.23,2.5,4157.57,8223.46,4815.85,1392.22,967.44,1168.26,929.27,4160.07,13039.31,12.811162029832875,220.85395736603246
2025-11-15 03:00:00,31617.42,31590.71,2.49,4095.8,7680.83,4806.26,1398.13,742.58,1098.66,928.24,4098.29,12487.09,12.973086074988501,217.40250535679635
2025-11-15 04:00:00,31313.35,31286.64,2.49,4222.65,7793.38,4873.59,1397.56,446.58,1013.11,940.9,4225.139999999999,12666.970000000001,13.50461411004825,222.67758698281443
2025-11-15 05:00:00,31475.18,31436.42,2.52,4228.09,7739.77,4853.71,1400.59,439.34,1025.4,955.75,4230.610000000001,12593.48,13.457671070688077,220.33087737089656
2025-11-15 06:00:00,32055.54,31952.04,5.7,4060.47,8079.23,4848.57,1396.42,668.39,1119.33,960.41,4066.1699999999996,12927.8,12.725854123868146,222.53007945658553
2025-11-15 07:00:00,33009.49,32662.19,46.35,4172.02,8132.81,4838.59,1399.29,1219.17,1217.32,947.42,4218.370000000001,12971.400000000001,12.915147453370398,218.42595367916238
2025-11-15 08:00:00,36223.18,34669.3,430.65,4189.09,9378.91,4874.93,1398.1,1451.58,1490.25,955.95,4619.74,14253.84,13.325160877202597,226.12547700703502
2025-11-15 09:00:00,38549.46,34627.4,872.82,4005.43,9203.34,4908.72,1364.8,1432.66,1434.13,967.25,4878.25,14112.060000000001,14.087832179141374,224.1471493672641
2025-11-15 10:00:00,39833.43,33749.58,1018.18,3484.3,8996.29,4912.94,1363.51,1441.61,1116.56,956.33,4502.4800000000005,13909.23,13.34084750091705,226.67175413738482
2025-11-15 11:00:00,40483.6,33248.36,1113.15,3113.98,8283.75,4969.34,1343.72,1671.1,1148.49,984.24,4227.13,13253.09,12.713800019008456,219.23485850129148
2025-11-15 12:00:00,39983.33,32288.25,1469.96,3002.51,7375.93,4905.26,1319.47,1547.37,1092.72,971.61,4472.47,12281.19,13.851695276145348,209.19853197370563
2025-11-15 13:00:00,40367.15,32871.99,1346.97,2838.03,7801.22,4958.59,1307.52,1918.58,1149.0,975.26,4185.0,12759.810000000001,12.731203678268338,213.4916535323843
2025-11-15 14:00:00,40026.61,33489.65,1183.0,2837.91,7867.79,4982.37,1294.6,2693.7,1157.87,958.78,4020.91,12850.16,12.006425865901853,211.03797740495943
2025-11-15 15:00:00,39831.08,35228.83,837.15,2599.33,10152.77,5015.11,1288.2,2850.1,1154.11,957.77,3436.48,15167.880000000001,9.754737809913074,236.80417430837187
2025-11-15 16:00:00,40005.49,37974.58,379.65,2448.38,12116.92,5028.79,1287.49,3862.65,1508.64,966.97,2828.03,17145.71,7.4471659726058865,248.32771027355665
2025-11-15 17:00:00,41927.88,41559.0,46.59,2355.17,12787.09,5002.8,1304.81,6809.77,1837.27,983.92,2401.76,17789.89,5.7791573425732095,235.43491181212252
2025-11-15 18:00:00,43201.37,43149.47,2.87,2367.66,12280.58,4989.67,1335.59,8787.01,2014.05,982.59,2370.5299999999997,17270.25,5.493763886323516,220.13335273874742
2025-11-15 19:00:00,42367.0,42332.06,2.64,2331.31,12596.6,4876.41,1354.17,7661.64,2057.42,993.32,2333.95,17473.010000000002,5.513433553670669,227.0183756708273
2025-11-15 20:00:00,41361.14,41332.64,2.64,2282.53,12706.35,4733.72,1365.96,6785.87,2013.02,983.05,2285.17,17440.07,5.5287298367585525,232.06934035667697
